,Hour,Day,Month,Load,Pressure,Relative Humidity,Temperature
2572,5,18,4,17.0,978.35,93.4,22.755
2573,6,18,4,15.4,978.6,91.2,22.815
2574,7,18,4,13.7,978.95,92.35,22.54
2575,8,18,4,16.5,979.4,93.6,23.92
2576,9,18,4,18.1,979.9,84.75,27.04
2577,10,18,4,18.8,980.2,75.75,28.515
2578,11,18,4,19.9,980.0,71.25,29.715
2579,12,18,4,19.6,979.4,68.35,31.18
2580,13,18,4,20.0,978.55,63.9,31.985
2581,14,18,4,20.0,977.3,63.5,32.845
2582,15,18,4,20.2,976.55,63.05,33.2
2583,16,18,4,20.5,975.6,62.85,33.35
2584,17,18,4,20.4,975.15,63.25,32.82
2585,18,18,4,20.8,975.4,64.8,31.82
2586,19,18,4,25.6,975.8,69.65,30.67
2587,20,18,4,25.5,976.65,73.25,29.705
2588,21,18,4,25.4,978.05,75.75,28.905
2589,22,18,4,25.6,978.75,78.55,28.48
2590,23,18,4,24.4,979.65,81.0,27.96
2591,24,18,4,23.4,980.3,83.85,26.93
2592,1,19,4,22.4,979.8,87.15,26.17
2593,2,19,4,21.8,978.75,90.1,25.67
2594,3,19,4,21.5,978.3,90.25,25.44
2595,4,19,4,21.1,978.05,92.55,24.945
2596,5,19,4,20.1,978.25,93.6,24.81
2597,6,19,4,17.9,978.4,94.65,24.52
2598,7,19,4,17.9,979.0,95.55,24.4
2599,8,19,4,16.9,979.6,94.8,25.48
2600,9,19,4,15.7,980.3,89.8,27.015
2601,10,19,4,16.6,980.7,84.2,28.505
2602,11,19,4,16.5,980.7,79.0,29.32
2603,12,19,4,17.4,980.45,74.2,30.28
2604,13,19,4,17.9,979.75,71.55,30.95
2605,14,19,4,18.8,978.85,68.85,31.5
2606,15,19,4,19.0,978.0,66.45,32.01
2607,16,19,4,17.1,977.65,64.95,32.125
2608,17,19,4,17.0,977.45,64.65,32.05
2609,18,19,4,19.8,977.55,66.15,31.175
2610,19,19,4,24.8,978.3,71.75,29.815
2611,20,19,4,25.6,978.9,77.95,28.805
2612,21,19,4,25.8,979.4,81.25,28.25
2613,22,19,4,25.6,980.1,81.7,27.665
2614,23,19,4,24.6,980.4,82.75,27.48
2615,24,19,4,23.2,980.6,84.2,26.975
2616,1,20,4,22.6,980.8,87.65,26.305
2617,2,20,4,21.9,980.2,90.65,25.76
2618,3,20,4,21.2,979.45,92.6,25.255
2619,4,20,4,20.5,979.1,94.35,24.92
2620,5,20,4,19.9,979.3,95.1,24.995
2621,6,20,4,18.9,979.5,95.3,24.965
2622,7,20,4,17.1,980.05,95.0,25.09
2623,8,20,4,17.1,980.6,93.75,25.72
2624,9,20,4,17.0,981.15,90.85,26.56
2625,10,20,4,17.1,981.5,86.2,28.59
2626,11,20,4,17.1,981.15,79.95,28.565
2627,12,20,4,17.6,980.75,76.95,30.57
2628,13,20,4,18.4,980.0,70.05,31.27
2664,1,22,4,36.5,979.15,83.25,26.035
2665,2,22,4,35.4,978.8,86.0,24.945
2666,3,22,4,34.6,978.2,87.4,24.59
2667,4,22,4,33.9,977.9,87.7,25.02
2668,5,22,4,33.9,978.15,88.75,25.365
2669,6,22,4,17.0,978.45,88.3,25.585
2670,7,22,4,16.7,979.0,88.5,25.25
2671,8,22,4,34.5,979.75,91.4,25.5
2672,9,22,4,33.1,980.35,90.15,26.43
2673,10,22,4,31.5,980.7,87.55,27.49
2674,11,22,4,27.9,980.5,82.3,29.125
2675,12,22,4,28.5,980.25,79.6,29.63
2676,13,22,4,32.1,979.45,76.6,31.025
2677,14,22,4,32.8,978.15,72.1,31.285
2678,15,22,4,37.8,977.05,67.15,32.665
2679,16,22,4,34.1,976.15,63.15,33.105
2680,17,22,4,34.4,975.1,61.25,33.325
2681,18,22,4,34.9,974.7,63.0,31.885
2682,19,22,4,43.2,975.15,67.95,30.51
2683,20,22,4,45.7,976.3,72.5,29.435
2684,21,22,4,46.0,976.6,76.55,28.9
2685,22,22,4,44.1,977.4,79.15,28.335
2686,23,22,4,39.9,978.2,79.9,28.26
2687,24,22,4,38.4,978.65,81.7,27.665
2688,1,23,4,36.9,978.15,85.8,26.78
2689,2,23,4,35.7,977.9,89.65,26.08
2690,3,23,4,35.4,977.65,91.75,25.79
2691,4,23,4,34.4,977.5,93.15,25.575
2692,5,23,4,34.4,977.6,92.45,25.51
2693,6,23,4,32.6,978.05,93.35,25.355
2694,7,23,4,29.8,978.65,93.15,25.5
2695,8,23,4,29.6,979.35,91.5,26.27
2696,9,23,4,30.1,980.05,88.25,27.26
2697,10,23,4,32.3,980.35,84.5,28.38
2698,11,23,4,32.9,980.05,79.55,29.83
2699,12,23,4,33.2,979.7,73.5,31.23
2700,13,23,4,33.6,978.75,69.35,32.355
2701,14,23,4,33.3,977.45,66.15,33.06
2702,15,23,4,34.3,976.5,63.45,34.205
2703,16,23,4,35.0,975.65,61.25,34.43
2704,17,23,4,35.8,975.25,61.25,33.395
2705,18,23,4,35.2,976.55,70.25,28.95
2706,19,23,4,43.6,978.85,87.85,24.655
2707,20,23,4,46.0,980.15,87.3,24.74
2708,21,23,4,48.9,980.05,90.8,23.93
2709,22,23,4,42.4,980.5,94.0,23.725
2710,23,23,4,35.7,981.7,94.95,23.51
2711,24,23,4,35.2,981.55,95.55,23.305
2712,1,24,4,35.0,980.75,95.75,23.195
2713,2,24,4,34.6,979.8,96.4,23.05
2714,3,24,4,34.6,978.65,96.8,23.005
2715,4,24,4,34.7,977.55,97.05,22.835
2716,5,24,4,34.6,978.15,97.15,22.69
2717,6,24,4,32.7,979.15,97.95,22.395
2718,7,24,4,31.0,980.05,98.45,22.595
2719,8,24,4,31.0,980.35,98.25,23.32
2720,9,24,4,31.2,981.45,96.15,25.08
2721,10,24,4,31.8,981.45,84.95,27.385
2722,11,24,4,32.8,981.05,76.4,29.03
2723,12,24,4,33.1,980.95,72.05,30.635
2724,13,24,4,33.5,980.2,66.95,32.075
2725,14,24,4,34.4,979.25,64.25,32.795
2726,15,24,4,35.1,978.5,64.75,32.45
2727,16,24,4,35.4,978.0,62.3,33.67
2728,17,24,4,35.5,977.35,62.35,33.21
2729,18,24,4,35.4,977.3,63.6,32.395
2730,19,24,4,38.3,978.15,69.4,30.455
2731,20,24,4,45.1,979.55,79.3,25.945
2732,21,24,4,44.3,980.45,88.35,25.15
2733,22,24,4,43.4,981.9,87.45,24.005
2734,23,24,4,40.8,983.15,89.15,23.725
2735,24,24,4,37.6,983.2,89.35,23.795
2736,1,25,4,36.8,982.85,90.3,23.435
2737,2,25,4,36.3,981.75,94.3,23.23
2738,3,25,4,35.4,981.0,95.2,23.1
2739,4,25,4,34.9,980.15,95.55,22.86
2740,5,25,4,34.8,980.7,95.55,22.785
2741,6,25,4,32.7,981.15,96.2,22.57
2742,7,25,4,31.0,981.4,96.5,22.575
2743,8,25,4,31.4,981.9,95.8,24.205
2744,9,25,4,31.4,982.5,89.7,26.43
2745,10,25,4,32.6,982.8,84.1,28.405
2746,11,25,4,32.6,982.6,78.5,30.17
2747,12,25,4,33.0,982.05,73.5,30.95
2748,13,25,4,36.8,981.1,68.75,31.825
2749,14,25,4,37.0,980.05,67.75,32.485
2750,15,25,4,38.7,979.1,65.15,33.105
2751,16,25,4,38.8,978.05,62.9,33.68
2752,17,25,4,39.1,977.55,65.5,31.75
2753,18,25,4,39.1,977.55,74.35,29.47
2754,19,25,4,48.3,978.0,75.0,29.14
2755,20,25,4,43.7,978.6,79.9,27.89
2756,21,25,4,45.7,979.85,81.1,26.575
2757,22,25,4,44.1,980.5,83.3,26.355
2758,23,25,4,39.7,980.85,84.8,26.145
2759,24,25,4,37.9,980.95,86.75,26.035
2760,1,26,4,36.7,980.55,88.65,25.79
2761,2,26,4,35.8,979.8,88.1,26.07
2762,3,26,4,35.9,979.3,90.6,25.585
2763,4,26,4,34.9,979.2,92.35,25.23
2764,5,26,4,35.0,979.65,93.95,24.895
2765,6,26,4,33.3,980.15,95.0,24.52
2766,7,26,4,31.9,980.55,96.3,23.955
2767,8,26,4,31.5,980.8,96.15,25.47
2768,9,26,4,32.7,981.35,86.6,28.275
2769,10,26,4,32.6,981.6,77.1,29.79
2770,11,26,4,34.2,981.15,74.25,30.52
2771,12,26,4,33.6,980.65,73.15,31.18
2772,13,26,4,34.2,979.9,67.75,32.86
2773,14,26,4,34.4,978.9,65.4,32.975
2774,15,26,4,34.7,977.85,65.55,32.845
2775,16,26,4,35.3,977.0,66.6,32.615
2776,17,26,4,34.7,976.55,65.35,32.95
2777,18,26,4,34.8,976.7,77.45,25.045
2778,19,26,4,46.9,977.3,93.4,24.605
2779,20,26,4,45.1,978.5,93.8,25.16
2780,21,26,4,45.3,979.1,94.55,25.295
2781,22,26,4,43.4,980.05,93.15,25.195
2782,23,26,4,40.5,981.85,94.15,23.1
2783,24,26,4,38.5,981.05,97.15,21.47
2784,1,27,4,35.8,980.5,97.2,22.06
2785,2,27,4,35.4,979.3,97.45,22.155
2786,3,27,4,35.2,978.1,98.1,22.14
2787,4,27,4,35.0,978.05,98.25,22.31
2788,5,27,4,34.5,978.25,98.25,22.275
2789,6,27,4,29.9,978.55,98.4,22.295
2790,7,27,4,32.4,979.1,98.55,22.38
2791,8,27,4,33.0,979.75,98.5,23.145
2792,9,27,4,36.2,980.85,97.05,24.425
2793,10,27,4,33.5,981.35,91.65,26.15
2794,11,27,4,35.3,981.0,87.9,26.805
2795,12,27,4,35.4,980.4,83.3,29.57
2796,13,27,4,35.4,979.65,75.0,31.23
2797,14,27,4,35.9,978.5,70.95,32.035
2798,15,27,4,36.2,977.65,67.45,32.86
2799,16,27,4,36.0,977.15,69.2,32.68
2800,17,27,4,35.5,976.9,70.8,31.535
2801,18,27,4,35.2,977.1,74.2,30.575
2802,19,27,4,44.0,977.55,80.45,28.655
2803,20,27,4,46.0,978.3,83.65,27.91
2804,21,27,4,44.0,979.1,85.45,27.48
2805,22,27,4,43.1,980.0,86.55,27.145
2806,23,27,4,40.4,980.4,87.95,26.755
2807,24,27,4,39.9,980.65,88.9,26.475
2808,1,28,4,32.3,980.4,89.95,26.07
2809,2,28,4,31.8,979.95,91.45,25.745
2810,3,28,4,31.3,979.55,93.0,25.54
2811,4,28,4,31.3,979.05,93.95,25.305
2812,5,28,4,31.7,978.95,94.65,24.835
2813,6,28,4,30.0,979.35,95.2,24.615
2814,7,28,4,29.4,979.55,95.8,24.46
2815,8,28,4,28.3,980.15,94.85,26.16
