Date,Time,"Pressure (S-BPB 10851059:10453533-1), mbar, EORIC AWS Pressure","Rain (S-RGB 10851059:10456250-1), mm, EORIC AWS Rain","RH (S-THB 10851059:10441607-2), %, EORIC AWS RH","Scaled Series (S-THB 10851059:10441607-1), units, EORIC AWS Temperature"
01/01/18,00:00:00,981.1,0,64.8,22.08
01/01/18,00:30:00,980.9,0,64.6,21.91
01/01/18,01:00:00,980.8,0,65.4,21.8
01/01/18,01:30:00,980.6,0,68.9,21.51
01/01/18,02:00:00,980.3,0,71.1,21.56
01/01/18,02:30:00,979.9,0,66.9,20.79
01/01/18,03:00:00,979.5,0,67.1,20.1
01/01/18,03:30:00,979.2,0,68.3,19.44
01/01/18,04:00:00,979.2,0,68.8,19.63
01/01/18,04:30:00,979.2,0,64.9,19.27
01/01/18,05:00:00,979.4,0,64.2,19.17
01/01/18,05:30:00,979.5,0,62.4,19.2
01/01/18,06:00:00,979.7,0,62,19.2
01/01/18,06:30:00,979.9,0,62.5,18.56
01/01/18,07:00:00,980.2,0,63.5,19.13
01/01/18,07:30:00,980.5,0,61.6,20.29
01/01/18,08:00:00,980.7,0,57.5,21.1
01/01/18,08:30:00,981,0,51.3,22.44
01/01/18,09:00:00,981.2,0,41.6,23.45
01/01/18,09:30:00,981.1,0,36.1,25.16
01/01/18,10:00:00,981.1,0,32.2,26.11
01/01/18,10:30:00,980.9,0,31.3,26.65
01/01/18,11:00:00,980.7,0,32.6,27.65
01/01/18,11:30:00,980.1,0,31.8,28.77
01/01/18,12:00:00,979.6,0,30.1,30.29
01/01/18,12:30:00,979.1,0,27.5,31
01/01/18,13:00:00,978.5,0,24.7,32.33
01/01/18,13:30:00,977.9,0,24.2,33.34
01/01/18,14:00:00,977.4,0,24.2,33.08
01/01/18,14:30:00,976.9,0,24,33
01/01/18,15:00:00,976.5,0,23.9,33.47
01/01/18,15:30:00,976.4,0,24.4,33.16
01/01/18,16:00:00,976.4,0,26.9,32.43
01/01/18,16:30:00,976.5,0,27.1,32.07
01/01/18,17:00:00,976.7,0,27.1,31.51
01/01/18,17:30:00,976.9,0,28.6,30.02
01/01/18,18:00:00,977.3,0,31.7,28.1
01/01/18,18:30:00,977.6,0,35.5,25.65
01/01/18,19:00:00,978,0,41.6,25.36
01/01/18,19:30:00,978.6,0,44.7,25.11
01/01/18,20:00:00,979.1,0,46.3,25.09
01/01/18,20:30:00,979.6,0,46.7,25.62
01/01/18,21:00:00,979.9,0,48.1,25.19
01/01/18,21:30:00,980,0,51.1,24.73
01/01/18,22:00:00,980.2,0,55.2,23.83
01/01/18,22:30:00,980.2,0,57.2,24.07
01/01/18,23:00:00,980.2,0,60.9,22.66
01/01/18,23:30:00,980.2,0,64.7,22.66
01/02/18,00:00:00,980.1,0,67,22.44
01/02/18,00:30:00,980.1,0,69.9,21.72
01/02/18,01:00:00,980.1,0,69.6,21.65
01/02/18,01:30:00,979.9,0,66.4,21.34
01/02/18,02:00:00,979.7,0,65.1,21.08
01/02/18,02:30:00,979.5,0,64.8,20.46
01/02/18,03:00:00,979.5,0,66.2,19.56
01/02/18,03:30:00,979.4,0,68.1,19.03
01/02/18,04:00:00,979.3,0,69.5,18.39
01/02/18,04:30:00,979.3,0,66.1,19.46
01/02/18,05:00:00,979.5,0,61.4,19.25
01/02/18,05:30:00,979.4,0,58.1,19.06
01/02/18,06:00:00,979.4,0,56.4,19.29
01/02/18,06:30:00,979.6,0,50.2,20.84
01/02/18,07:00:00,979.9,0,44.9,20.22
01/02/18,07:30:00,980.2,0,49.5,21.06
01/02/18,08:00:00,980.4,0,45.6,22.18
01/02/18,08:30:00,980.5,0,38.7,23.11
01/02/18,09:00:00,980.6,0,36.8,23.66
01/02/18,09:30:00,980.4,0,34.8,24.65
01/02/18,10:00:00,980.3,0,31.7,25.72
01/02/18,10:30:00,980.2,0,30.9,27.21
01/02/18,11:00:00,979.9,0,31.4,27.73
01/02/18,11:30:00,979.6,0,30.9,29.69
01/02/18,12:00:00,979.1,0,29.5,29.71
01/02/18,12:30:00,978.5,0,28.6,31.13
01/02/18,13:00:00,977.7,0,27.2,31.33
01/02/18,13:30:00,976.9,0,24.7,32.43
01/02/18,14:00:00,976.4,0,22.9,32.54
01/02/18,14:30:00,976,0,22.7,32.98
01/02/18,15:00:00,975.8,0,23.1,32.74
01/02/18,15:30:00,975.7,0,24.2,32.2
01/02/18,16:00:00,975.7,0,26.2,32.02
01/02/18,16:30:00,975.8,0,27,31.77
01/02/18,17:00:00,976.1,0,27.6,31.08
01/02/18,17:30:00,976.2,0,29.4,29.82
01/02/18,18:00:00,976.4,0,34.1,28.17
01/02/18,18:30:00,976.9,0,35.8,27.14
01/02/18,19:00:00,977.3,0,38.8,25.79
01/02/18,19:30:00,977.7,0,40.5,25.72
01/02/18,20:00:00,978.4,0,41.8,25.33
01/02/18,20:30:00,978.8,0,41.2,25.48
01/02/18,21:00:00,979.3,0,40.9,25.31
01/02/18,21:30:00,979.6,0,42.3,24.85
01/02/18,22:00:00,979.8,0,44.9,24.58
01/02/18,22:30:00,980.1,0,46.2,23.79
01/02/18,23:00:00,980.1,0,48.3,23.71
01/02/18,23:30:00,980,0,49.8,23.86
01/03/18,00:00:00,980,0,48.8,23.16
01/03/18,00:30:00,979.9,0,49.6,23.06
01/03/18,01:00:00,979.7,0,49.6,22.63
01/03/18,01:30:00,979.4,0,47.5,22.68
01/03/18,02:00:00,979.4,0,46.2,22.06
01/03/18,02:30:00,979.3,0,48,21.6
01/03/18,03:00:00,979.3,0,52.7,21.65
01/03/18,03:30:00,979.3,0,53.2,21.03
01/03/18,04:00:00,979.3,0,51.4,21.2
01/03/18,04:30:00,979.4,0,49.8,21.06
01/03/18,05:00:00,979.5,0,50.3,20.56
01/03/18,05:30:00,979.7,0,50.7,20.46
01/03/18,06:00:00,979.9,0,51.6,19.89
01/03/18,06:30:00,980.1,0,51.3,19.96
01/03/18,07:00:00,980.4,0,49.4,20.44
01/03/18,07:30:00,980.7,0,47.3,21.03
01/03/18,08:00:00,981.1,0,45.2,21.84
01/03/18,08:30:00,981.3,0,43.8,22.37
01/03/18,09:00:00,981.6,0,42.4,23.28
01/03/18,09:30:00,981.6,0,36.8,24.58
01/03/18,10:00:00,981.5,0,33.6,25.11
01/03/18,10:30:00,981.4,0,33.7,26.21
01/03/18,11:00:00,981.1,0,30.6,27.06
01/03/18,11:30:00,980.7,0,32,27.63
01/03/18,12:00:00,980.4,0,31.8,28.72
01/03/18,12:30:00,979.9,0,30.2,29.44
01/03/18,13:00:00,979.4,0,29.5,29.71
01/03/18,13:30:00,978.9,0,28.4,31.1
01/03/18,14:00:00,978.4,0,26.7,31.36
01/03/18,14:30:00,977.9,0,25.3,31.31
01/03/18,15:00:00,977.7,0,24.6,31.64
01/03/18,15:30:00,977.5,0,24.2,31.59
01/03/18,16:00:00,977.6,0,24.4,31
01/03/18,16:30:00,977.7,0,25.2,30.7
01/03/18,17:00:00,978,0,25.6,30.27
01/03/18,17:30:00,978.3,0,28.6,28.89
01/03/18,18:00:00,978.6,0,32,27.7
01/03/18,18:30:00,978.9,0,35.5,25.96
01/03/18,19:00:00,979.5,0,38.8,24.94
01/03/18,19:30:00,980,0,40.8,25.14
01/03/18,20:00:00,980.7,0,41.7,25.04
01/03/18,20:30:00,981.2,0,42.7,24.82
01/03/18,21:00:00,981.7,0,44,24.36
01/03/18,21:30:00,982,0,43.8,24.6
01/03/18,22:00:00,982.1,0,42.5,24.53
01/03/18,22:30:00,982.1,0,43.7,24.51
01/03/18,23:00:00,982.1,0,45.7,23.66
01/03/18,23:30:00,982,0,47.6,23.16
01/04/18,00:00:00,982,0,48.2,23.54
01/04/18,00:30:00,981.8,0,46.9,23.59
01/04/18,01:00:00,981.6,0,48.2,22.9
01/04/18,01:30:00,981.3,0,48.8,22.82
01/04/18,02:00:00,981.2,0,49.4,22.75
01/04/18,02:30:00,981,0,50.7,22.08
01/04/18,03:00:00,980.8,0,49.8,21.8
01/04/18,03:30:00,980.8,0,51.4,21.51
01/04/18,04:00:00,980.8,0,52.9,21.2
01/04/18,04:30:00,980.9,0,53.7,21.27
01/04/18,05:00:00,981,0,54.1,20.96
01/04/18,05:30:00,981.2,0,53.5,20.67
01/04/18,06:00:00,981.4,0,55,20.15
01/04/18,06:30:00,981.6,0,56,19.89
01/04/18,07:00:00,981.8,0,57,19.79
01/04/18,07:30:00,982.1,0,59.2,19.98
01/04/18,08:00:00,982.4,0,59.6,20.84
01/04/18,08:30:00,982.6,0,56.4,22.06
01/04/18,09:00:00,982.6,0,46.9,23.76
01/04/18,09:30:00,982.5,0,40.3,25.14
01/04/18,10:00:00,982.5,0,35.1,25.7
01/04/18,10:30:00,982.3,0,35.2,27.01
01/04/18,11:00:00,982.1,0,33.8,27.85
01/04/18,11:30:00,981.8,0,30.8,29.46
01/04/18,12:00:00,981.3,0,27.7,30.65
01/04/18,12:30:00,981,0,25.7,31.23
01/04/18,13:00:00,980.5,0,24.6,31.43
01/04/18,13:30:00,979.9,0,23.6,32.43
01/04/18,14:00:00,979.3,0,22.8,32.87
01/04/18,14:30:00,978.9,0,22.3,32.82
01/04/18,15:00:00,978.6,0,21.8,32.82
01/04/18,15:30:00,978.2,0,22.2,32.46
01/04/18,16:00:00,978,0,22.2,32.51
01/04/18,16:30:00,978,0,22.7,32.12
01/04/18,17:00:00,978.1,0,22.7,31.51
01/04/18,17:30:00,978.3,0,25.8,30.09
01/04/18,18:00:00,978.6,0,28.6,29.46
01/04/18,18:30:00,979,0,29.6,27.85
01/04/18,19:00:00,979.5,0,31.4,27.43
01/04/18,19:30:00,979.9,0,33.3,26.62
01/04/18,20:00:00,980.5,0,34.5,26.77
01/04/18,20:30:00,981,0,34.5,26.06
01/04/18,21:00:00,981.4,0,35.7,25.33
01/04/18,21:30:00,981.6,0,36.8,25.14
01/04/18,22:00:00,981.7,0,36.8,24.97
01/04/18,22:30:00,981.8,0,37.6,24.44
01/04/18,23:00:00,981.7,0,39.7,23.81
01/04/18,23:30:00,981.9,0,41.9,22.82
01/05/18,00:00:00,981.9,0,43.6,23.06
01/05/18,00:30:00,981.9,0,45.6,22.32
01/05/18,01:00:00,981.7,0,47.1,22.06
01/05/18,01:30:00,981.5,0,46,21.91
01/05/18,02:00:00,981.1,0,45.4,21.87
01/05/18,02:30:00,980.9,0,45.9,21.49
01/05/18,03:00:00,980.7,0,46.3,21.01
01/05/18,03:30:00,980.8,0,46.4,20.77
01/05/18,04:00:00,980.8,0,44.6,21.15
01/05/18,04:30:00,980.9,0,47.3,19.79
01/05/18,05:00:00,981,0,51.4,19.82
01/05/18,05:30:00,981,0,52.5,19.96
01/05/18,06:00:00,981.3,0,52.4,19.37
01/05/18,06:30:00,981.6,0,53.2,19.17
01/05/18,07:00:00,981.9,0,53.5,19.56
01/05/18,07:30:00,982.1,0,51,21.13
01/05/18,08:00:00,982.3,0,51.9,23.52
01/05/18,08:30:00,982.5,0,41.4,25.09
01/05/18,09:00:00,982.4,0,32.3,25.96
01/05/18,09:30:00,982.3,0,28.3,27.01
01/05/18,10:00:00,982.3,0,27.6,27.6
01/05/18,10:30:00,982.1,0,27.2,28.64
01/05/18,11:00:00,981.7,0,26.7,29.84
01/05/18,11:30:00,981.3,0,25.5,30.49
01/05/18,12:00:00,980.8,0,24.3,31.48
01/05/18,12:30:00,980.2,0,23.8,32.38
01/05/18,13:00:00,979.7,0,22.3,32.56
01/05/18,13:30:00,979.1,0,21.5,33.42
01/05/18,14:00:00,978.6,0,20.6,33.52
01/05/18,14:30:00,978.1,0,20.8,33.7
01/05/18,15:00:00,977.7,0,20.6,34.12
01/05/18,15:30:00,977.4,0,20.9,33.11
01/05/18,16:00:00,977.3,0,21.2,33.52
01/05/18,16:30:00,977.4,0,21,32.92
01/05/18,17:00:00,977.6,0,21.8,32.15
01/05/18,17:30:00,978,0,27.7,30.65
01/05/18,18:00:00,978.3,0,31,29.49
01/05/18,18:30:00,978.6,0,34,28.3
01/05/18,19:00:00,979.1,0,36.6,27.48
01/05/18,19:30:00,979.5,0,37.8,27.09
01/05/18,20:00:00,980.1,0,40.5,26.13
01/05/18,20:30:00,980.6,0,43.2,25.38
01/05/18,21:00:00,980.8,0,45.7,24.94
01/05/18,21:30:00,981,0,48,24.22
01/05/18,22:00:00,981.4,0,50.6,24.15
01/05/18,22:30:00,981.4,0,52.9,23.93
01/05/18,23:00:00,981.4,0,55.4,22.7
01/05/18,23:30:00,981.5,0,56.4,22.97
01/06/18,00:00:00,981.4,0,56.6,23.59
01/06/18,00:30:00,981.2,0,58.2,23.54
01/06/18,01:00:00,981,0,61.6,23.28
01/06/18,01:30:00,980.7,0,63.6,22.99
01/06/18,02:00:00,980.5,0,63.8,21.89
01/06/18,02:30:00,980.4,0,65.2,21.82
01/06/18,03:00:00,980.4,0,66.2,21.34
01/06/18,03:30:00,980.4,0,68.1,21.49
01/06/18,04:00:00,980.6,0,69.1,20.79
01/06/18,04:30:00,980.9,0,71.3,20.39
01/06/18,05:00:00,980.9,0,72.7,20.25
01/06/18,05:30:00,980.9,0,72.6,20.91
01/06/18,06:00:00,981,0,73.1,20.58
01/06/18,06:30:00,981,0,83.2,19.94
01/06/18,07:00:00,981.2,0,89.7,20.25
01/06/18,07:30:00,981.5,0,90.7,21.25
01/06/18,08:00:00,981.8,0,90.5,21.65
01/06/18,08:30:00,982,0,90.6,22.68
01/06/18,09:00:00,982.2,0,89.1,24.58
01/06/18,09:30:00,982.3,0,84.4,25.45
01/06/18,10:00:00,982.2,0,78.5,27.23
01/06/18,10:30:00,982,0,71,28.37
01/06/18,11:00:00,981.8,0,63.7,28.94
01/06/18,11:30:00,981.3,0,57.7,29.51
01/06/18,12:00:00,980.6,0,53.8,29.61
01/06/18,12:30:00,979.9,0,51.3,30.72
01/06/18,13:00:00,979.3,0,47.7,31.28
01/06/18,13:30:00,978.5,0,45.6,31.28
01/06/18,14:00:00,977.9,0,44.3,32.02
01/06/18,14:30:00,977.4,0,43.7,32.12
01/06/18,15:00:00,976.9,0,42.8,32.54
01/06/18,15:30:00,976.7,0,42.4,31.87
01/06/18,16:00:00,976.6,0,42.5,32.07
01/06/18,16:30:00,976.6,0,42.9,31.54
01/06/18,17:00:00,976.9,0,43.6,30.7
01/06/18,17:30:00,977.1,0,46,29.94
01/06/18,18:00:00,977.3,0,48.6,29.09
01/06/18,18:30:00,977.6,0,51.7,28
01/06/18,19:00:00,978,0,55.6,27.31
01/06/18,19:30:00,978.4,0,58.7,26.67
01/06/18,20:00:00,978.9,0,60.4,26.43
01/06/18,20:30:00,979.3,0,57.7,26.28
01/06/18,21:00:00,979.4,0,57.7,25.7
01/06/18,21:30:00,979.6,0,58.4,25.77
01/06/18,22:00:00,979.6,0,62.3,24.32
01/06/18,22:30:00,979.7,0,65.9,24.34
01/06/18,23:00:00,979.6,0,65.9,23.66
01/06/18,23:30:00,979.4,0,68.2,23.35
01/07/18,00:00:00,979.5,0,69.4,23.47
01/07/18,00:30:00,979.3,0,70.6,23.47
01/07/18,01:00:00,979.1,0,72.5,22.78
01/07/18,01:30:00,978.8,0,74.5,22.32
01/07/18,02:00:00,978.5,0,76.8,22.35
01/07/18,02:30:00,978.3,0,80.6,22.25
01/07/18,03:00:00,978.2,0,83.6,22.11
01/07/18,03:30:00,978.3,0,85.3,21.99
01/07/18,04:00:00,978.5,0,86.6,21.82
01/07/18,04:30:00,978.7,0,87.7,21.68
01/07/18,05:00:00,978.9,0,88.9,21.2
01/07/18,05:30:00,979.4,0,89.9,20.94
01/07/18,06:00:00,979.6,0,91.8,21.29
01/07/18,06:30:00,979.9,0,92.7,21.58
01/07/18,07:00:00,980.2,0,93.4,21.41
01/07/18,07:30:00,980.7,0,93.9,21.34
01/07/18,08:00:00,981.4,0,94.7,21.58
01/07/18,08:30:00,981.9,0,95,22.47
01/07/18,09:00:00,982.2,0,94.4,23.76
01/07/18,09:30:00,982.3,0,92.4,24.82
01/07/18,10:00:00,982,0,85.7,27.19
01/07/18,10:30:00,981.7,0,77.4,27.55
01/07/18,11:00:00,981.3,0,74.4,27.83
01/07/18,11:30:00,980.7,0,70.1,29.34
01/07/18,12:00:00,980.1,0,65.1,30.04
01/07/18,12:30:00,979.6,0,60.3,31.08
01/07/18,13:00:00,979,0,54.3,30.85
01/07/18,13:30:00,978.3,0,53,31.77
01/07/18,14:00:00,977.8,0,49.3,31.38
01/07/18,14:30:00,977.5,0,48.4,32.79
01/07/18,15:00:00,977,0,45.1,32.74
01/07/18,15:30:00,976.8,0,43.3,32.23
01/07/18,16:00:00,976.8,0,43.8,31.69
01/07/18,16:30:00,976.8,0,45.2,31.2
01/07/18,17:00:00,976.8,0,46.8,30.34
01/07/18,17:30:00,977.1,0,51.9,29.84
01/07/18,18:00:00,977.4,0,54.9,29.31
01/07/18,18:30:00,977.8,0,57,28.74
01/07/18,19:00:00,978.3,0,59.3,28.47
01/07/18,19:30:00,978.6,0,60.7,27.85
01/07/18,20:00:00,979,0,62.2,27.38
01/07/18,20:30:00,979.5,0,64.6,26.79
01/07/18,21:00:00,979.8,0,67.9,26.33
01/07/18,21:30:00,980,0,70.3,25.99
01/07/18,22:00:00,980.1,0,72.2,26.08
01/07/18,22:30:00,980.3,0,73.5,25.7
01/07/18,23:00:00,980.3,0,75.4,25.21
01/07/18,23:30:00,980.2,0,77.1,25.14
01/08/18,00:00:00,980.2,0,78.4,24.58
01/08/18,00:30:00,980.1,0,80.5,24.19
01/08/18,01:00:00,980,0,82,24.1
01/08/18,01:30:00,979.7,0,82.7,23.93
01/08/18,02:00:00,979.6,0,83.4,23.5
01/08/18,02:30:00,979.7,0,84.5,23.57
01/08/18,03:00:00,979.4,0,85.1,23.21
01/08/18,03:30:00,979.4,0,86,23.06
01/08/18,04:00:00,979.5,0,87.1,22.42
01/08/18,04:30:00,979.7,0,88.6,22.73
01/08/18,05:00:00,980.1,0,89.4,23.16
01/08/18,05:30:00,980.4,0,90.5,22.8
01/08/18,06:00:00,980.7,0,91.3,22.58
01/08/18,06:30:00,980.9,0,92.2,22.37
01/08/18,07:00:00,981.2,0,92.7,22.47
01/08/18,07:30:00,981.6,0,93,22.82
01/08/18,08:00:00,982.1,0,93.1,23.14
01/08/18,08:30:00,982.6,0,93,23.57
01/08/18,09:00:00,982.8,0,92,23.88
01/08/18,09:30:00,982.8,0,89.8,24.87
01/08/18,10:00:00,982.6,0,85.8,25.89
01/08/18,10:30:00,982.2,0,79.1,27.87
01/08/18,11:00:00,981.7,0,75.2,28.94
01/08/18,11:30:00,981.3,0,70.5,29.77
01/08/18,12:00:00,980.9,0,66.6,30.55
01/08/18,12:30:00,980.4,0,63.1,30.87
01/08/18,13:00:00,979.9,0,56.6,32.54
01/08/18,13:30:00,979.2,0,50.8,32
01/08/18,14:00:00,978.6,0,50.3,33.68
01/08/18,14:30:00,978.1,0,47.3,33.57
01/08/18,15:00:00,977.9,0,46.1,32.79
01/08/18,15:30:00,977.8,0,46.4,32.92
01/08/18,16:00:00,977.7,0,45.8,32.66
01/08/18,16:30:00,977.6,0,45.3,32.61
01/08/18,17:00:00,977.6,0,44.8,32.23
01/08/18,17:30:00,977.8,0,48.1,31.48
01/08/18,18:00:00,978.1,0,51.7,30.72
01/08/18,18:30:00,978.4,0,54.1,30.34
01/08/18,19:00:00,978.7,0,55.5,29.82
01/08/18,19:30:00,979,0,57.9,29.24
01/08/18,20:00:00,979.4,0,58.1,29.64
01/08/18,20:30:00,980,0,59.2,28.82
01/08/18,21:00:00,980.4,0,62.2,28.15
01/08/18,21:30:00,980.7,0,64.4,27.06
01/08/18,22:00:00,981,0,67.5,26.5
01/08/18,22:30:00,981,0,68.4,26.23
01/08/18,23:00:00,981,0,70.1,25.77
01/08/18,23:30:00,981.1,0,71.9,25.48
01/09/18,00:00:00,980.9,0,73.7,25.14
01/09/18,00:30:00,980.9,0,75.6,24.85
01/09/18,01:00:00,980.8,0,77.9,24.53
01/09/18,01:30:00,980.5,0,79.8,23.86
01/09/18,02:00:00,980.3,0,81.5,23.83
01/09/18,02:30:00,980.1,0,81.7,23.35
01/09/18,03:00:00,979.8,0,82.1,23.71
01/09/18,03:30:00,979.8,0,82.2,23.23
01/09/18,04:00:00,979.7,0,83.6,23.52
01/09/18,04:30:00,979.6,0,84.1,23.76
01/09/18,05:00:00,979.7,0,84.8,22.99
01/09/18,05:30:00,980,0,86.7,21.94
01/09/18,06:00:00,980.3,0,88.1,22.13
01/09/18,06:30:00,980.5,0,89.3,22.15
01/09/18,07:00:00,980.9,0,90.4,22.2
01/09/18,07:30:00,981.4,0,90.5,23.21
01/09/18,08:00:00,981.8,0,89.6,23.45
01/09/18,08:30:00,982.2,0,91,23.66
01/09/18,09:00:00,982.4,0,91.2,24.17
01/09/18,09:30:00,982.4,0,90.6,24.34
01/09/18,10:00:00,982.4,0,89.5,25.02
01/09/18,10:30:00,982.3,0,86.2,25.99
01/09/18,11:00:00,982,0,81.4,28.15
01/09/18,11:30:00,981.5,0,74.2,28.74
01/09/18,12:00:00,981.1,0,67.8,29.79
01/09/18,12:30:00,980.6,0,62.5,31.51
01/09/18,13:00:00,980,0,57.2,30.98
01/09/18,13:30:00,979.2,0,54.2,31.56
01/09/18,14:00:00,978.6,0,50.7,33.11
01/09/18,14:30:00,978.3,0,48.4,33.39
01/09/18,15:00:00,978.1,0,46.7,33.7
01/09/18,15:30:00,977.8,0,43.7,33.47
01/09/18,16:00:00,977.6,0,42.2,33.29
01/09/18,16:30:00,977.5,0,45.5,32.07
01/09/18,17:00:00,977.7,0,52.3,31.46
01/09/18,17:30:00,977.9,0,54.5,30.95
01/09/18,18:00:00,978.3,0,56.8,30.14
01/09/18,18:30:00,978.4,0,60.4,28.87
01/09/18,19:00:00,978.7,0,64,27.83
01/09/18,19:30:00,979,0,67,27.9
01/09/18,20:00:00,979.6,0,66.5,27.06
01/09/18,20:30:00,979.9,0,68.7,26.38
01/09/18,21:00:00,980.3,0,69.8,26.96
01/09/18,21:30:00,980.7,0,68.6,26.18
01/09/18,22:00:00,981,0,71,25.77
01/09/18,22:30:00,981.1,0,72.7,25.4
01/09/18,23:00:00,981.2,0,74.8,24.94
01/09/18,23:30:00,981.2,0,77,24.39
01/10/18,00:00:00,981.2,0,78.1,24.73
01/10/18,00:30:00,981,0,79.2,24.36
01/10/18,01:00:00,980.8,0,81.4,24.1
01/10/18,01:30:00,980.5,0,84.3,23.69
01/10/18,02:00:00,980.4,0,86.4,23.47
01/10/18,02:30:00,980.1,0,88.5,23.06
01/10/18,03:00:00,980.1,0,90.6,22.51
01/10/18,03:30:00,980.1,0,92.7,22.82
01/10/18,04:00:00,980.3,0,93.3,22.94
01/10/18,04:30:00,980.5,0,93.7,22.44
01/10/18,05:00:00,980.5,0,93.9,21.68
01/10/18,05:30:00,980.9,0,94.5,21.37
01/10/18,06:00:00,981.1,0,95.4,21.2
01/10/18,06:30:00,981.5,0,96.1,20.98
01/10/18,07:00:00,982,0,96.6,20.79
01/10/18,07:30:00,982.4,0,97.1,21.32
01/10/18,08:00:00,982.8,0,97.4,21.96
01/10/18,08:30:00,983,0,97.3,23.69
01/10/18,09:00:00,983,0,94.4,25.94
01/10/18,09:30:00,983,0,83.4,27.63
01/10/18,10:00:00,982.7,0,69.5,28.37
01/10/18,10:30:00,982.2,0,56.8,30.12
01/10/18,11:00:00,981.9,0,39.7,30.7
01/10/18,11:30:00,981.3,0,36.2,32.15
01/10/18,12:00:00,980.9,0,31.5,32.51
01/10/18,12:30:00,980.4,0,31.3,32.79
01/10/18,13:00:00,979.7,0,31.2,33.31
01/10/18,13:30:00,979.2,0,28.7,33.21
01/10/18,14:00:00,978.8,0,27.3,33.26
01/10/18,14:30:00,978.4,0,25.5,34.26
01/10/18,15:00:00,978,0,20.6,34.47
01/10/18,15:30:00,977.7,0,20,34.31
01/10/18,16:00:00,977.6,0,19.7,33.99
01/10/18,16:30:00,977.6,0,20.1,33.47
01/10/18,17:00:00,977.7,0,20.7,33.11
01/10/18,17:30:00,977.9,0,22.2,31.77
01/10/18,18:00:00,978.1,0,26.5,29.64
01/10/18,18:30:00,978.4,0,33.5,28.42
01/10/18,19:00:00,978.9,0,39.5,26.82
01/10/18,19:30:00,979.3,0,43.4,26.21
01/10/18,20:00:00,979.7,0,46.1,25.55
01/10/18,20:30:00,980.2,0,48,25.11
01/10/18,21:00:00,980.6,0,48.4,25.09
01/10/18,21:30:00,980.9,0,49.7,24.94
01/10/18,22:00:00,981,0,50.1,24.17
01/10/18,22:30:00,981.1,0,51.5,23.98
01/10/18,23:00:00,981,0,52.6,24.24
01/10/18,23:30:00,980.9,0,53.8,23.76
01/11/18,00:00:00,981,0,58.2,22.27
01/11/18,00:30:00,980.8,0,58.4,22.08
01/11/18,01:00:00,980.5,0,59.9,21.72
01/11/18,01:30:00,980.1,0,60.4,22.03
01/11/18,02:00:00,979.8,0,60.4,21.94
01/11/18,02:30:00,979.5,0,65.9,20.96
01/11/18,03:00:00,979.3,0,74,21.6
01/11/18,03:30:00,979.3,0,82.9,21.58
01/11/18,04:00:00,979.4,0,85.7,21.65
01/11/18,04:30:00,979.4,0,89.5,21.34
01/11/18,05:00:00,979.7,0,89.9,21.2
01/11/18,05:30:00,980,0,91.1,21.41
01/11/18,06:00:00,980.5,0,93.3,18.87
01/11/18,06:30:00,981,0,94.9,19.08
01/11/18,07:00:00,981.4,0,95.9,19.27
01/11/18,07:30:00,981.8,0,96.5,19.84
01/11/18,08:00:00,982.3,0,96.8,20.75
01/11/18,08:30:00,982.5,0,96.3,22.37
01/11/18,09:00:00,982.9,0,95.1,24.36
01/11/18,09:30:00,982.8,0,87.9,26.08
01/11/18,10:00:00,982.6,0,76.1,27.11
01/11/18,10:30:00,982.2,0,56.5,28.84
01/11/18,11:00:00,981.9,0,35,30.65
01/11/18,11:30:00,981.5,0,29.1,30.65
01/11/18,12:00:00,981.1,0,29.3,31.26
01/11/18,12:30:00,980.4,0,28,32.2
01/11/18,13:00:00,979.7,0,26.4,32.72
01/11/18,13:30:00,979.1,0,21.4,33.31
01/11/18,14:00:00,978.5,0,17.9,33.76
01/11/18,14:30:00,978,0,16.1,34.07
01/11/18,15:00:00,977.6,0,15.3,34.47
01/11/18,15:30:00,977.3,0,15.1,33.91
01/11/18,16:00:00,977.3,0,15.1,33.68
01/11/18,16:30:00,977.3,0,15.3,33.42
01/11/18,17:00:00,977.5,0,15.7,32.77
01/11/18,17:30:00,977.7,0,17,31.71
01/11/18,18:00:00,977.9,0,19.7,29.54
01/11/18,18:30:00,978.2,0,22.5,28.22
01/11/18,19:00:00,978.6,0,24.4,26.74
01/11/18,19:30:00,979,0,26.4,25.55
01/11/18,20:00:00,979.5,0,27.1,25.62
01/11/18,20:30:00,979.9,0,26.9,25.45
01/11/18,21:00:00,980.4,0,29.4,24.36
01/11/18,21:30:00,980.7,0,30.2,24.46
01/11/18,22:00:00,980.8,0,31.3,24.94
01/11/18,22:30:00,980.8,0,33,24.1
01/11/18,23:00:00,980.9,0,37,23.57
01/11/18,23:30:00,980.8,0,40.2,22.37
01/12/18,00:00:00,980.9,0,39.5,22.87
01/12/18,00:30:00,980.8,0,39,22.49
01/12/18,01:00:00,980.5,0,41.8,21.68
01/12/18,01:30:00,980.2,0,50.7,21.44
01/12/18,02:00:00,980,0,56.2,20.84
01/12/18,02:30:00,979.6,0,61.8,20.96
01/12/18,03:00:00,979.6,0,64.9,20.98
01/12/18,03:30:00,979.7,0,67,19.51
01/12/18,04:00:00,980,0,60.3,18.32
01/12/18,04:30:00,979.7,0,56.4,18.18
01/12/18,05:00:00,979.9,0,65.9,18.7
01/12/18,05:30:00,980.1,0,76,18.77
01/12/18,06:00:00,980.1,0,82,19.01
