,Hour,Day,Month,Load,Pressure,Relative Humidity,Temperature
0,1,1,1,39.7,981.25,42.9,24.485
1,2,1,1,38.8,981.05,45.25,24.12
2,3,1,1,38.1,980.7,50.9,22.62
3,4,1,1,37.7,980.6,55.3,21.435
4,5,1,1,38.9,980.95,60.15,20.51
5,6,1,1,42.5,981.4,60.95,19.76
6,7,1,1,35.6,981.6,61.65,19.745
7,8,1,1,32.5,982.15,53.15,21.535
8,9,1,1,32.4,982.95,45.6,23.92
9,10,1,1,33.3,983.2,38.85,26.805
10,11,1,1,33.7,982.9,32.6,28.765
11,12,1,1,34.7,982.1,26.7,31.945
12,13,1,1,34.8,981.1,21.85,33.145
13,14,1,1,34.9,980.25,21.35,34.745
14,15,1,1,0,979.4,22.25,34.665
15,16,1,1,36.7,979,22.95,34.625
16,17,1,1,36.4,978.85,23.7,33.915
17,18,1,1,37.4,979.35,26.45,32.055
21,19,1,1,46.8,979.85,35.15,28.335
25,20,1,1,47.4,980.6,37.45,27.355
27,21,1,1,34.1,981.4,38.95,26.7
28,22,1,1,23.1,982.1,40.9,25.235
29,23,1,1,23.9,982.5,45.3,23.4
30,24,1,1,23.3,982.3,44.75,23.21
31,1,2,1,23.6,982.3,45.4,23.025
32,2,2,1,23.5,982,48.85,21.545
33,3,2,1,23,981.4,52.7,20.245
34,4,2,1,23.3,981.05,51.75,19.905
35,5,2,1,24,980.9,50.35,19.77
36,6,2,1,24.4,981.3,47.1,20.295
37,7,2,1,24,981.85,52.5,19.32
38,8,2,1,24.1,982.75,60.65,20.04
39,9,2,1,0,983.5,46.55,25.17
40,10,2,1,0,983.8,34.3,26.95
41,11,2,1,9.2,983.6,27.9,28.505
42,12,2,1,9.5,982.75,25.8,30.64
43,13,2,1,9.7,981.85,24.8,31.51
44,14,2,1,0,980.4,21.9,33.875
45,15,2,1,9.8,979.05,20.25,34.665
46,16,2,1,10,978.3,19.85,34.585
47,17,2,1,10.5,978.15,20.6,33.94
48,18,2,1,11.3,978.35,22.7,31.96
52,19,2,1,34.2,978.75,29.35,27.84
56,20,2,1,31.8,979.4,32.55,25.9
58,21,2,1,33.2,980.05,33.7,25.705
59,22,2,1,31.3,980.75,35.55,24.87
60,23,2,1,31.1,980.8,36.9,24.605
61,24,2,1,30.8,980.75,37.75,24.085
62,1,3,1,28,980.4,39.6,23.365
63,2,3,1,27.2,979.95,41.45,22.835
64,3,3,1,26.6,979.7,46.85,20.96
65,4,3,1,26,979.6,47.25,20.91
66,5,3,1,26,979.75,42.95,20.53
67,6,3,1,26.4,980.2,48.5,19.47
68,7,3,1,24.8,980.85,47.45,19.245
69,8,3,1,23.7,981.6,48.15,20.2
70,9,3,1,19.1,982.45,43.85,25.635
71,10,3,1,30.6,982.6,31.95,27.49
72,11,3,1,30.4,982.45,25.5,29.3
73,12,3,1,30.3,981.65,23.95,30.395
74,13,3,1,30.9,980.8,22.95,32.225
75,14,3,1,31.5,979.4,21.95,32.91
76,15,3,1,32.4,977.95,21.25,33.99
77,16,3,1,32.8,977.3,20.75,34.14
78,17,3,1,32.8,977.15,21.15,33.145
79,18,3,1,34.5,977.45,23.1,31.45
83,19,3,1,43.9,977.85,31.4,27.32
87,20,3,1,44,978.7,35,26.145
89,21,3,1,42.2,979.65,39.45,25.005
90,22,3,1,39.3,980.2,42.2,24.53
91,23,3,1,35.9,980.4,44.45,23.365
92,24,3,1,35.2,980.25,48.8,22.87
93,1,4,1,34.8,980.25,54.55,21.76
94,2,4,1,34.2,979.75,53.7,21.675
95,3,4,1,32.6,979.35,57.6,21.38
96,4,4,1,30.2,979.35,58.6,20.63
97,5,4,1,31.3,979.6,58.2,20.4
98,6,4,1,32.3,979.9,66.3,20.46
99,7,4,1,30.2,980.55,81.55,21.46
100,8,4,1,29.9,981.9,87.5,21.045
101,9,4,1,30.5,982.95,91.1,21.83
102,10,4,1,31.5,983.2,89.3,25.145
103,11,4,1,31.4,982.75,52.7,28.25
104,12,4,1,31.4,982,32.2,30
105,13,4,1,30.6,980.8,26.65,31.615
106,14,4,1,30.2,979.7,22.9,32.225
107,15,4,1,31.1,978.7,21.85,32.74
108,16,4,1,31.4,978,20.3,33.065
109,17,4,1,31.7,978.1,20.15,32.43
110,18,4,1,34,978.6,23.2,30.065
114,19,4,1,43.2,979.4,28.8,27.285
118,20,4,1,44.2,980.25,28.8,26.525
120,21,4,1,43.2,981.1,31.45,25.31
121,22,4,1,39.4,981.8,29.45,25.405
122,23,4,1,35.2,982,31.2,24.035
123,24,4,1,32.7,981.85,34.6,23.06
124,1,5,1,31.8,981.9,37.8,22.03
125,2,5,1,30.7,981.6,39.5,21.33
126,3,5,1,30.4,980.7,41.95,20.425
127,4,5,1,30.7,980.45,45.55,19.39
128,5,5,1,31.2,980.75,47.2,18.9
129,6,5,1,31.3,980.8,48.45,18.915
130,7,5,1,29,981.2,45.75,18.77
131,8,5,1,28.8,981.75,41.45,20.535
132,9,5,1,11.5,982.45,38.1,22.175
133,10,5,1,11.4,982.65,35.3,24.68
134,11,5,1,11.7,982.3,28.15,28.065
135,12,5,1,11.8,981.75,25.2,30.37
136,13,5,1,12.1,980.7,21.45,32.265
137,14,5,1,12.1,979.6,19.35,33.495
138,15,5,1,12.5,978.2,17.9,33.81
139,16,5,1,13,977.7,17.6,34.005
140,17,5,1,13.5,977.75,17.3,33.22
141,18,5,1,35.4,978.2,20,31.06
145,19,5,1,49.6,978.9,27,27.3
149,20,5,1,44.8,979.65,27.35,27.7
151,21,5,1,44,980.4,25.7,27.22
152,22,5,1,40.4,980.8,26.75,26.73
153,23,5,1,35.8,980.7,29.6,25.345
154,24,5,1,33.6,980.7,35.45,25.695
155,1,6,1,32.3,980.75,38.55,24.825
156,2,6,1,31.6,980.65,42.65,23.59
157,3,6,1,31.3,980,40.15,22.635
158,4,6,1,31.6,980.05,38.4,21.37
159,5,6,1,32,980.15,37.3,21.65
160,6,6,1,33.9,980.55,35.55,21.82
161,7,6,1,35.9,980.85,34.45,21.805
162,8,6,1,34.1,981.75,35.05,21.975
163,9,6,1,11.9,982.15,31.7,25.62
164,10,6,1,10.7,982.05,24.85,26.625
165,11,6,1,10.7,981.45,25.05,27.62
166,12,6,1,10.8,980.75,24.25,29.79
167,13,6,1,11.3,979.95,22.3,31.855
168,14,6,1,12.1,978.95,20.25,32.82
169,15,6,1,12.6,977.85,21.35,33.535
170,16,6,1,13,977.05,23.6,33.155
171,17,6,1,13.5,976.9,23.5,32.835
172,18,6,1,40.5,977.25,26.55,30.825
176,19,6,1,44.8,978.1,32.75,27.48
180,20,6,1,43.8,979.05,32.8,26.34
182,21,6,1,44.2,979.95,36.1,25.71
183,22,6,1,41.2,980.3,38.75,25.215
184,23,6,1,36.7,980.3,36.7,25.685
185,24,6,1,33.9,980.4,39.2,24.5
186,1,7,1,32.6,980.9,46.65,22.645
187,2,7,1,30.7,980.5,48.4,22.465
188,3,7,1,30.8,980.3,42.15,23.06
189,4,7,1,30.5,980.55,44.65,20.485
190,5,7,1,30.9,980.45,48.8,19.785
191,6,7,1,32.2,980.45,45,20.105
192,7,7,1,31.2,980.75,41.7,19.57
193,8,7,1,30.6,981.3,43.6,20.725
194,9,7,1,30.1,981.85,39.35,24.195
195,10,7,1,29.7,981.75,34.45,25.725
196,11,7,1,27.4,981.55,28.75,28.33
197,12,7,1,28,980.9,24.7,29.265
198,13,7,1,28,980.05,23.9,31.55
199,14,7,1,29.6,978.85,21.4,32.99
200,15,7,1,29.6,977.7,19.6,33.29
201,16,7,1,30.8,977.15,18.9,33.89
202,17,7,1,35.2,977.05,19.65,33.21
203,18,7,1,37.3,977.35,21.8,31.26
207,19,7,1,43.3,978,27.5,28.12
211,20,7,1,44.6,978.95,30,26.585
213,21,7,1,42.6,979.75,29.35,26.485
214,22,7,1,42.5,980.2,30.7,26.145
215,23,7,1,38.8,980.3,32.9,24.73
216,24,7,1,35.9,980.15,34.3,24.05
217,1,8,1,34.3,980,38.6,22.765
218,2,8,1,33.2,979.3,39.9,23.15
219,3,8,1,32.8,979.4,42.4,22.325
220,4,8,1,32.8,979.25,42.3,22.11
221,5,8,1,33.9,979.2,41.55,21.7
222,6,8,1,36.2,979.15,48.15,20.985
223,7,8,1,34.7,979.4,51.85,20.345
224,8,8,1,32.9,980.1,44.9,21.9
225,9,8,1,32.9,980.7,36.25,23.375
226,10,8,1,31,981.05,33.6,25.005
227,11,8,1,32.6,980.7,29.7,26.11
228,12,8,1,32.9,980.2,26.7,29.23
229,13,8,1,33.2,979.25,23.8,31.78
230,14,8,1,33.3,978.2,20.45,32.485
231,15,8,1,34.8,977.05,19.35,34.02
232,16,8,1,35.6,976.25,18.4,34.455
233,17,8,1,35.8,976.05,19.1,33.43
234,18,8,1,38.3,976.45,21.25,31.375
238,19,8,1,44.1,977.2,27.75,27.8
242,20,8,1,44.4,978.05,30.05,26.61
244,21,8,1,39.7,978.85,30,25.61
245,22,8,1,33.1,979.5,31.25,25.125
246,23,8,1,31.9,979.5,31.25,24.4
247,24,8,1,31.3,979.35,39.2,23.04
248,1,9,1,34.4,979.1,42.7,23.195
249,2,9,1,33.8,979.05,40.25,22.86
250,3,9,1,33.4,978.7,37.45,22.79
251,4,9,1,32.4,978.55,34.05,22.525
252,5,9,1,32.4,978.65,33.2,21.785
253,6,9,1,34.1,979.15,35.35,20.885
254,7,9,1,33,979.35,36.95,20.005
255,8,9,1,32.4,979.75,38.4,20.695
256,9,9,1,32,980.2,35.5,23.795
257,10,9,1,32.5,980.3,29.35,25.415
258,11,9,1,32.7,979.9,25.55,28.26
259,12,9,1,32.6,979.05,23.65,30.585
260,13,9,1,33.4,977.85,21.6,32.25
261,14,9,1,33.2,976.8,19.4,34.085
262,15,9,1,35.2,976.05,18.5,34.64
263,16,9,1,36.3,975.45,17.95,35.14
264,17,9,1,36.5,975.1,18.9,34.335
265,18,9,1,36.1,975.35,22.9,32.4
269,19,9,1,44.3,976,29.8,29.59
273,20,9,1,45.2,977,34.85,27.125
275,21,9,1,44,977.8,37.5,27.32
276,22,9,1,39,978.4,44,25.015
277,23,9,1,36.5,978.5,48.9,24.52
278,24,9,1,35.4,978.6,49.45,24.655
279,1,10,1,35,978.7,52.9,23.44
280,2,10,1,34.4,978.5,57.75,23.325
281,3,10,1,32.8,978.1,61.4,22.475
282,4,10,1,31.6,978,67.8,22.575
283,5,10,1,33.4,978.35,83.2,23.305
284,6,10,1,35.2,978.85,87.9,23.315
285,7,10,1,31.6,979.55,90.05,22.93
286,8,10,1,30.4,980.4,91.35,23.185
287,9,10,1,30.4,981.1,92.15,23.795
288,10,10,1,32,981.2,89.4,26.495
289,11,10,1,32.3,980.65,74.95,29.105
290,12,10,1,32.1,980,69.15,29.44
291,13,10,1,32.6,978.85,62.25,30.91
292,14,10,1,32.4,977.8,55.4,31.93
293,15,10,1,33.1,976.75,51.2,32.925
294,16,10,1,34.6,976.25,50.3,32.68
295,17,10,1,32.9,976.05,50.4,32.265
296,18,10,1,35.6,976.4,51.7,31.345
300,19,10,1,44.6,977,57.05,28.99
304,20,10,1,46.3,977.7,63.85,27.455
306,21,10,1,44.2,978.4,65.85,26.745
307,22,10,1,41.5,978.85,67.7,26.235
308,23,10,1,36.5,978.9,70.45,25.815
309,24,10,1,35.7,978.85,70.25,25.815
310,1,11,1,33.3,978.85,71.85,25.405
311,2,11,1,32.4,978.6,74.15,24.715
312,3,11,1,32.1,978.3,79.25,23.99
313,4,11,1,32.7,978.25,83.4,23.245
314,5,11,1,34.1,978.4,85.55,22.825
315,6,11,1,35.1,978.7,87.3,22.79
316,7,11,1,32.9,979.3,89.15,23.445
317,8,11,1,32.2,980,91.1,23.82
318,9,11,1,31.5,980.65,89.85,25.015
319,10,11,1,31,980.9,85.7,26.955
320,11,11,1,33.4,980.3,77.4,28.505
321,12,11,1,33.5,979.45,71.35,30.005
322,13,11,1,33.8,978.65,60.25,32.14
323,14,11,1,33.8,977.55,48.55,33.22
324,15,11,1,35,976.4,41.65,33.955
325,16,11,1,36.1,975.8,38.55,34.7
326,17,11,1,35.4,975.75,38.3,33.995
327,18,11,1,37.3,976.1,38.85,32.875
331,19,11,1,45.3,976.45,46.85,29.865
335,20,11,1,46.5,977.4,52.3,29.375
337,21,11,1,46.5,978.2,58.2,27.81
338,22,11,1,44.6,978.85,63.1,27.605
339,23,11,1,39.9,979.05,65.1,26.625
340,24,11,1,38,978.85,66.45,26.405
341,1,12,1,35,978.7,68.3,25.815
342,2,12,1,34.5,978.35,71.8,24.915
343,3,12,1,34.2,978.1,76,24.15
344,4,12,1,33.9,978.05,78.8,23.555
345,5,12,1,34.2,978.15,82.95,23.51
346,6,12,1,34.4,978.35,87.35,22.73
347,7,12,1,32.5,978.7,90.2,22.455
348,8,12,1,32,979.25,91.9,22.705
349,9,12,1,31.7,980.1,94.1,23.205
350,10,12,1,12.8,980.5,94,25.38
351,11,12,1,13.1,980.2,83.25,28.645
352,12,12,1,13.4,979.35,62.1,31.19
353,13,12,1,13.5,978.2,46.85,32.99
354,14,12,1,13.6,976.95,31.4,34.865
355,15,12,1,13.7,975.95,23.3,35.65
356,16,12,1,13.6,975.45,20.3,36.105
357,17,12,1,13.9,975.35,18.7,35.425
358,18,12,1,39.5,975.75,21.05,33.285
362,19,12,1,45.5,976.4,28.65,30.045
366,20,12,1,46.2,977.4,41.1,29.14
368,21,12,1,46.8,978.45,49.5,28.16
369,22,12,1,42.6,979.05,55.6,27.37
370,23,12,1,40.2,979.25,60.5,26.375
371,24,12,1,38.8,979.15,66,25.54
372,1,13,1,37.6,979.25,70.75,24.56
373,2,13,1,36,978.95,74.1,24.475
374,3,13,1,35.2,978.85,73.9,24.62
375,4,13,1,33.9,978.8,81.55,23.955
376,5,13,1,34.6,978.9,87.95,23.58
377,6,13,1,37.5,979.4,90.4,23.27
378,7,13,1,38,979.95,92.7,23.33
379,8,13,1,36.2,980.7,93.75,23.64
380,9,13,1,30.9,981.75,94.05,24.4
381,10,13,1,28.2,982.45,92.85,25.5
382,11,13,1,28.4,982,85.15,27.765
383,12,13,1,29.8,981.2,72.45,30.785
384,13,13,1,30.7,980.25,60.3,32.46
385,14,13,1,32.2,979.1,51.2,33.575
386,15,13,1,32,977.8,42.9,34.325
387,16,13,1,33.3,977.2,36.95,34.68
388,17,13,1,33.6,977,36.55,34.255
389,18,13,1,0,977.25,36.7,33.485
393,19,13,1,0,977.7,42.6,30.295
397,20,13,1,50.5,978.35,50.5,29.39
399,21,13,1,44.6,979.45,56.95,27.875
400,22,13,1,43.9,980.1,61.7,26.925
401,23,13,1,43.3,980.2,64.25,25.65
402,24,13,1,43.7,980.2,65.05,25.685
403,1,14,1,37.5,980.4,67.25,25.065
404,2,14,1,36.6,980.2,73.2,24.75
405,3,14,1,34.9,979.8,78.65,24.645
406,4,14,1,34.7,979.7,86.2,23.47
407,5,14,1,34.5,980.15,91.1,23.555
408,6,14,1,35.8,980.8,92.9,23.845
409,7,14,1,33.4,981.35,93.5,23.725
410,8,14,1,32,982.05,94.05,23.98
411,9,14,1,32.4,983.05,92.9,25.785
412,10,14,1,32.8,983.55,83.55,28.22
413,11,14,1,33.5,983.05,73.9,29.855
414,12,14,1,34.1,982.1,64.45,31.485
415,13,14,1,33.3,981,53.85,32.43
416,14,14,1,33.8,979.9,42.2,34.53
417,15,14,1,36.1,978.65,36.3,34.955
418,16,14,1,36.7,977.95,33.25,35.25
419,17,14,1,35.3,977.85,35.85,34.205
420,18,14,1,19.6,977.9,40.25,33.12
424,19,14,1,39.7,978.15,46.3,30.41
428,20,14,1,47,978.55,51.45,28.22
430,21,14,1,47.6,979.35,54.55,27.395
431,22,14,1,45,980.1,56.85,26.455
432,23,14,1,40.9,980.05,59.35,26.28
433,24,14,1,37.9,979.9,63,25.015
434,1,15,1,37.1,979.85,65.6,24.81
435,2,15,1,36,979.55,72.7,24.29
436,3,15,1,35.6,978.95,83.5,23.845
437,4,15,1,35.3,978.75,90.65,23.485
438,5,15,1,36.2,979.2,93.85,23.545
439,6,15,1,40.3,979.7,94.8,23.64
440,7,15,1,35.6,980.1,95.4,23.16
441,8,15,1,31.8,981.1,95.6,23.545
442,9,15,1,31.3,982.05,93.6,25.745
443,10,15,1,31.8,982.5,86.95,26.76
444,11,15,1,32.4,982.15,75.05,29.185
445,12,15,1,31,981.45,63.6,30.055
446,13,15,1,30.9,980.6,55.5,32.265
447,14,15,1,32.1,979.3,50.4,33.48
448,15,15,1,32.8,978.05,46.05,34.175
449,16,15,1,35.8,977.35,43.3,33.995
450,17,15,1,35.2,977.2,42.85,33.77
451,18,15,1,37.7,977.45,46.1,32.94
455,19,15,1,45.9,977.8,51.85,31.05
459,20,15,1,43.4,978.5,58.05,29.415
461,21,15,1,47.6,979.3,60.65,28.97
462,22,15,1,45,979.85,62.4,28.445
463,23,15,1,41.3,979.95,64.65,27.615
464,24,15,1,38.9,979.75,69.05,26.28
465,1,16,1,37.7,979.7,74.2,25.275
466,2,16,1,36.7,979.5,77.1,24.875
467,3,16,1,36.3,979,80.25,24.255
468,4,16,1,35.9,978.9,88.2,23.64
469,5,16,1,37,979.25,93.8,23.65
470,6,16,1,40.4,979.9,95.45,23.785
471,7,16,1,35.5,980.2,96.25,23.745
472,8,16,1,31.7,980.75,96.85,23.955
473,9,16,1,31.8,981.55,96.4,25.355
474,10,16,1,31.7,982.1,91.25,26.99
475,11,16,1,32.2,981.9,80.7,28.665
476,12,16,1,32.9,981.05,71.8,30.33
477,13,16,1,33,980.1,63.2,32.655
478,14,16,1,32.9,978.85,56.3,32.985
479,15,16,1,33.3,977.4,49.35,33.845
480,16,16,1,34.5,976.45,45.05,34.66
481,17,16,1,35.6,976.15,43.6,34.02
482,18,16,1,37.8,976.3,44.9,33.39
486,19,16,1,47.1,976.95,50,30.955
490,20,16,1,47.8,977.65,56.4,29.58
492,21,16,1,47.6,978.4,60.45,28.695
493,22,16,1,43.4,979.1,65.3,27.53
494,23,16,1,42.3,979.45,67.3,27.175
495,24,16,1,41,979.05,69.8,26.315
496,1,17,1,41.7,979.35,73.15,25.77
497,2,17,1,41,979.05,76.9,25.22
498,3,17,1,41,978.85,81.45,24.215
499,4,17,1,41.4,978.8,87.5,24.505
500,5,17,1,41.4,979.1,90.55,24.715
501,6,17,1,38.2,979.5,90.9,24.86
502,7,17,1,34.8,979.95,91.6,24.54
503,8,17,1,31.8,980.5,91.65,25.28
504,9,17,1,32,981.3,89.4,26.345
505,10,17,1,32.8,981.65,85.25,27.37
506,11,17,1,33.7,981.15,75.15,30.675
507,12,17,1,33.8,980.3,64.35,31.55
508,13,17,1,34,979.25,57.4,33.305
509,14,17,1,34,978.1,49.25,34.18
510,15,17,1,35.6,976.85,44.65,34.865
511,16,17,1,35.7,976,40.7,35.89
512,17,17,1,36.6,975.65,39.55,34.8
513,18,17,1,37.2,975.65,40.9,34.335
517,19,17,1,45.5,976.2,46.15,31.845
521,20,17,1,47.2,976.95,52.1,30.23
523,21,17,1,46,978,58.35,27.965
524,22,17,1,44,979.35,60.8,26.83
525,23,17,1,41.5,980.1,66.95,25.475
526,24,17,1,39.7,979.9,64.85,25.05
527,1,18,1,39,979.3,65,24.785
528,2,18,1,38,979.2,68.1,24
529,3,18,1,37.5,978.7,70.45,23.385
530,4,18,1,37.6,978.3,72.85,23.16
531,5,18,1,38.1,978.4,75.5,22.595
532,6,18,1,38.6,978.65,78.8,22.145
533,7,18,1,33.3,979,80.35,21.95
534,8,18,1,32,979.55,78.8,22.415
535,9,18,1,14.4,980.65,75.2,24.435
536,10,18,1,14.5,981.45,72.75,26.755
537,11,18,1,15.3,981.75,73.25,28.22
538,12,18,1,15.2,981.1,68.3,30.42
539,13,18,1,15.1,980.1,62.7,32.035
540,14,18,1,14.2,979.15,60.8,31.305
541,15,18,1,15.4,978.15,59.85,32.175
542,16,18,1,16.2,977.55,60.05,31.755
543,17,18,1,15.8,977.1,61,31.46
544,18,18,1,17.3,977.45,63.05,30.495
548,19,18,1,46.6,978.15,66.65,29.435
552,20,18,1,43.8,978.9,71,28.405
554,21,18,1,51.8,980.55,72.35,26.77
555,22,18,1,45.1,981.2,83.75,24.15
556,23,18,1,41.2,981.5,83.45,24.1
557,24,18,1,38.9,981.15,84.35,23.63
558,1,19,1,38,980.75,81.75,22.885
559,2,19,1,37,980.2,81,23.075
560,3,19,1,35.8,980.1,84,22.07
561,4,19,1,36.2,979.8,87.55,21.64
562,5,19,1,36.3,979.8,87.85,21.615
563,6,19,1,37.4,980.05,88.55,21.59
564,7,19,1,35.7,980.45,89.9,21.925
565,8,19,1,34.1,981.05,91.7,22.25
566,9,19,1,13.2,982.05,93.35,23.175
567,10,19,1,13.3,982.6,89.1,25.82
568,11,19,1,13.6,982.55,79.15,28.87
569,12,19,1,13.6,981.9,68.85,30.155
570,13,19,1,13.8,980.9,61.25,32.275
571,14,19,1,14.6,980,51.5,33.925
572,15,19,1,14.4,979.05,53.3,32.745
573,16,19,1,14.8,978.3,55.15,32.755
574,17,19,1,15,977.9,55.1,33.26
575,18,19,1,14.6,978.05,56.95,31.88
579,19,19,1,43.4,978.75,61.05,30.455
583,20,19,1,44.9,979.15,65.55,29.375
585,21,19,1,50.9,980.15,65.05,28.155
586,22,19,1,46.6,981.35,67.4,26.88
587,23,19,1,39.4,981.8,68.25,26.205
588,24,19,1,38,981.6,71.3,26.095
589,1,20,1,33.9,981.7,74.65,25.6
590,2,20,1,31.3,982.1,79,24.24
591,3,20,1,30.9,981.8,85.8,23.15
592,4,20,1,33.1,981.1,87.1,22.97
593,5,20,1,34.2,981.25,87.75,22.51
594,6,20,1,35.4,981.55,90.1,22.225
595,7,20,1,36.1,981.55,91.25,21.89
596,8,20,1,32.2,982.35,91.25,22.815
597,9,20,1,12.7,983.1,86.45,24.73
598,10,20,1,12,983.35,73.6,27.52
599,11,20,1,12,983,45.2,29.725
600,12,20,1,12.5,982.7,32.55,31.025
601,13,20,1,13.1,981.8,27.7,31.74
602,14,20,1,13.8,980.85,24.7,33.22
603,15,20,1,14.4,979.6,22.9,34.375
604,16,20,1,14.4,978.75,22.75,33.525
605,17,20,1,14.6,978.65,24.15,32.445
606,18,20,1,43.3,979.05,24.35,31.66
610,19,20,1,46,979.7,25.1,30.205
614,20,20,1,47.7,980.3,24.85,28.695
616,21,20,1,47.6,981.2,29.2,27.345
617,22,20,1,44.5,981.85,34.4,26.255
618,23,20,1,40.7,981.85,36.65,25.355
619,24,20,1,39.3,981.7,41.95,24.18
620,1,21,1,36.7,981.5,43.4,23.845
621,2,21,1,35.6,981,44.75,23.135
622,3,21,1,33.9,980.65,50.7,22.155
623,4,21,1,33.8,980.15,49.8,21.64
624,5,21,1,37.2,980.4,46.6,22.585
625,6,21,1,41.3,981,49.25,21.51
626,7,21,1,34.9,981.65,63.85,21.345
627,8,21,1,29.9,982,70.1,21.665
628,9,21,1,26.8,982.75,82.3,22.44
629,10,21,1,29.5,983.15,82.95,26.64
630,11,21,1,30,983.3,56.35,29.38
631,12,21,1,31.1,982.35,40.7,31.245
632,13,21,1,30,981.2,34.15,32.39
633,14,21,1,31.1,980.05,29.1,33.375
634,15,21,1,31.7,978.8,24.8,34.415
635,16,21,1,33.2,977.9,23.05,34.97
636,17,21,1,33.9,977.7,18.15,34.15
637,18,21,1,36.3,977.95,18.15,33.38
641,19,21,1,44.8,978.45,23.3,29.705
645,20,21,1,46.4,979.05,27.3,27.985
647,21,21,1,45.4,980.05,29.5,26.755
648,22,21,1,42.5,980.9,36.3,26.795
649,23,21,1,39.2,980.85,45.35,26.38
650,24,21,1,38.6,980.65,50.55,24.535
651,1,22,1,37.4,980.35,52.75,24.945
652,2,22,1,36,979.85,50.25,25.26
653,3,22,1,35.2,979.3,52,24.195
654,4,22,1,35,978.95,54.55,23.76
655,5,22,1,36.8,979.25,57.15,23.065
656,6,22,1,40.4,979.6,63.4,22.285
657,7,22,1,32,980,70.7,21.475
658,8,22,1,29.3,980.85,83.1,21.57
659,9,22,1,30,981.8,86,23.545
660,10,22,1,30.5,982.15,75.95,26.72
661,11,22,1,31,981.85,61.8,30.105
662,12,22,1,30.7,981.05,41.55,32.505
663,13,22,1,28.3,979.95,26.55,34.39
664,14,22,1,28.7,979.1,21.8,35.53
665,15,22,1,30.6,978,19.2,35.585
666,16,22,1,32,977.25,18.3,36.46
667,17,22,1,33.9,977.15,17.6,34.98
668,18,22,1,36,977.2,17.65,33.76
672,19,22,1,45.6,977.8,23.75,30.05
676,20,22,1,47.4,978.15,26.45,28.33
678,21,22,1,47.4,978.4,33,27.785
679,22,22,1,43.4,979.35,51,26.83
680,23,22,1,40,979.75,56.7,26.465
681,24,22,1,37,979.6,56.2,26.135
682,1,23,1,36,979.7,54.8,25.1
683,2,23,1,34.7,979.4,57.2,23.915
684,3,23,1,34,979.3,62.35,23.23
685,4,23,1,34.9,978.95,79.85,22.355
686,5,23,1,36.7,979.25,86.45,21.865
687,6,23,1,41.2,980,88.1,21.07
688,7,23,1,33.6,980.45,86.85,21.595
689,8,23,1,29.6,981.4,92.45,21.33
690,9,23,1,29,982.15,94.6,22.925
691,10,23,1,29.5,982,85.85,25.955
692,11,23,1,29.9,981.85,56.2,29.715
693,12,23,1,29.2,981.05,33.7,31.905
694,13,23,1,27.9,979.9,27.15,33.11
695,14,23,1,29.2,978.7,28.55,34.985
696,15,23,1,29.8,977.65,26,35.06
697,16,23,1,33.5,976.75,22.2,35.385
698,17,23,1,34.8,976.5,18.5,34.795
699,18,23,1,36.1,976.85,17.2,33.955
703,19,23,1,45,977.4,22.5,30.22
707,20,23,1,47.3,978.05,39,28.34
709,21,23,1,45.7,979.05,45.3,27.52
710,22,23,1,42.9,980,52.1,25.345
711,23,23,1,40.1,980.1,55,24.935
712,24,23,1,37.8,980.2,57.2,23.975
713,1,24,1,35.6,979.9,59.85,24.05
714,2,24,1,34.8,979.5,64.45,23.51
715,3,24,1,34.4,979.1,68,22.945
716,4,24,1,33.7,978.85,72.95,22.405
717,5,24,1,35.9,978.85,78.7,22.105
718,6,24,1,40.9,979.3,87.7,22.82
719,7,24,1,33.7,979.6,89.75,22.24
720,8,24,1,30.1,980.05,89.95,22.635
721,9,24,1,30.3,980.9,90,24.375
722,10,24,1,30.1,981.4,84.15,26.16
723,11,24,1,30.7,980.75,74.75,28.585
724,12,24,1,31.1,979.95,68,29.64
725,13,24,1,32.1,978.9,59.55,31.93
726,14,24,1,32,978,51.8,32.13
727,15,24,1,33.6,976.75,45.4,33.625
728,16,24,1,35,976.3,42.05,33.875
729,17,24,1,35.3,976.25,43.4,33.25
730,18,24,1,37,976.85,46.65,32.215
734,19,24,1,45.8,977.5,51.45,30.52
738,20,24,1,48.1,978.3,55.6,29.765
740,21,24,1,47.5,979.3,57.1,28.78
741,22,24,1,46.1,980.2,60.05,27.65
742,23,24,1,45.2,980.4,62.9,26.96
743,24,24,1,44.5,980.1,66.3,26.025
744,1,25,1,41.3,980.15,67.35,26.145
745,2,25,1,40.6,979.85,75.55,25.185
746,3,25,1,40,979.45,81.3,24.92
747,4,25,1,40.2,978.9,84.95,24.5
748,5,25,1,40.8,978.7,89.45,24.005
749,6,25,1,42.4,978.9,92.55,24.17
750,7,25,1,35.7,979.5,93.35,24.12
751,8,25,1,31.8,980.25,93.6,24.17
752,9,25,1,0,980.95,93.25,25.075
753,10,25,1,10.5,981.4,88.25,26.425
754,11,25,1,11.2,981.4,80.8,28.235
755,12,25,1,11.3,981,73.5,30.405
756,13,25,1,11.3,979.7,65.9,32.175
757,14,25,1,11.4,978.6,56.9,33.63
758,15,25,1,11.7,977.45,52.6,33.135
759,16,25,1,12,976.55,50.1,34.23
760,17,25,1,11.9,976.3,48.75,33.73
761,18,25,1,42.9,976.45,52.15,32.765
